,0
"('pend', 'user', 'ucpticket', '-PRON-')",1
"('kindly', 'provide', 'ip', 'address')",1
"('alarm', 'occur', 'eccasimp', 'model')",2
"('jeddah', 'location', 'user', 'face')",1
"('ec', 'cafeteria', 'switch', 'not')",1
"('itac', 'work', 'slow', '-PRON-')",1
"('delivery', 'citi', 'client', 'domain')",1
"('issue', 'internet', 'connection', 'odc')",1
"('intranet', 'laptop', 'need', 'access')",1
"('exist', 'pdc', 'packet', 'shaper')",1
"('not', 'able', 'log', 'wipro')",2
"('find', 'attach', 'file', 'process')",1
"('month', 'march', 'circuit', '-PRON-')",2
"('face', 'issue', 'lync', 'sharing')",1
"('update', 'port', 'need', 'enable')",1
"('assistance', 'install', 'vpn', 'da')",1
"('configure', 'vlan', 'switch', 'port')",1
"('service', 'ksa', 'not', 'work')",1
"('cclg', 'mail', '-PRON-', 'would')",1
"('sec', 'packetshaper', 'shaping', 'issue')",1
"('not', 'able', 'access', '-PRON-')",1
"('networkso', 'irmc', 'approval', 'attach')",2
"('kdc', 'odc', 'mmchina', 'conti')",1
"('kindly', 'upgrade', 'radio', 'meter')",1
"('fd', 'location', 'tower', 'st')",1
"('floorb', 'wing', 'ip', 'segment')",1
"('can', 'not', 'display', 'webpage')",1
"('internet', 'connection', 'odc', 'citi')",1
"('mv', 'nj', 'tp', 'project')",1
"('latency', 'yvw', 'citirx', 'ip')",1
"('exaclty', 'locate', 'ip', 'address')",1
"('not', 'reachable', 'papanna', 'street')",1
"('detail', 'enable', 'port', 'port')",1
"('hp', 'odc', 'kdc', 'location')",1
"('detail', 'say', 'request', 'facetime')",1
"('not', 'work', 'internet', 'user')",1
"('location', 'ec', 'project', 'bb')",2
"('kindly', 'check', 'date', 'status')",1
"('share', 'link', 'utilization', 'ckt')",1
"('add', 'pst', 'file', 'outlook')",2
"('check', 'device', 'kindly', 'check')",1
"('microsof', 'lync', 'live', 'meeting')",1
"('laptop', 'asset', 'boot', 'slow')",1
"('high', 'latency', 'peer', 'ip')",1
"('vpn', 'issue', 'connect', 'vpn')",1
"('kindly', 'share', 'monthly', 'capacity')",1
"('johnsona', 'uk', 'kindly', 'enable')",1
"('load', 'itms', 'link', 'not')",1
"('shaper', 'primary', 'secondary', 'mbps')",1
"('nanjundiah', 'satyaprakash', 'wipro', 'not')",1
"('important', 'message', 'not', 'able')",1
"('conti', 'user', 'fanc', 'outlook')",1
"('drive', 'spaceonly', 'mb', 'available')",2
"('utilization', 'amsterdam', 'hoofdorp', 'office')",1
"('unable', 'access', 'wipro', 'sap')",1
"('would', 'new', '-PRON-', 'would')",1
"('join', 'kdc', 'tjx', 'slow')",1
"('help', 'user', 'configure', 'outlook')",5
"('share', 'ip', 'location', 'detail')",1
"('access', 'coe', 'system', 'desktop')",1
"('server', 'ecsccmfep', 'khobarsccmdp', 'vice')",1
"('check', 'asap', 'production', 'server')",1
"('lync', 'meeting', 'lync', 'byod')",1
"('support', 'instal', 'extension', 'google')",1
"('open', 'destination', 'server', 'ip')",1
"('kindly', 'co', 'ordinate', 'user')",1
"('utilization', 'report', 'month', 'kindly')",1
"('michelin', 'vpn', 'firewall', 'reboot')",1
"('user', 'fix', 'frequent', 'account')",1
"('need', 'tranfer', 'manikonda', 'sez')",1
"('impacting', 'event', 'link', 'location')",1
"('need', 'nw', 'utilization', 'report')",1
"('configured', 'inn', 'vlan', 'switch')",5
"('report', 'network', 'issue', 'ec')",1
"('mar', 'not', 'business', 'impacting')",1
"('laptop', 'request', 'new', 'start')",1
"('travel', 'customer', 'place', 'week')",1
"('-PRON-', 'would', 'change', 'teresa')",1
"('wipro', 'not', 'work', 'exam')",1
"('plan', 'wt', 'bhdc', 'location')",1
"('dhcp', 'scope', 'detail', 'bby')",1
"('enable', '-PRON-', 'would', 'new')",1
"('like', 'new', 'password', 'big')",1
"('swaroopa', 'assign', 'right', 'resolver')",2
"('room', 'floor', 'wing', 'switch')",1
"('federation', 'access', 'communicate', 'client')",1
"('would', 'creation', 'pree', 'meet')",1
"('assiston', 'manager', 'correct', 'allocation')",1
"('pdc', 'packet', 'shaper', 'class')",1
"('label', 'create', 'tony', 'zha')",1
"('address', 'port', 'enable', 'rdp')",1
"('add', 'user', '-PRON-', 'would')",3
"('address', 'eb', 'ip', 'address')",1
"('frequently', 'ask', 'install', 'file')",1
"('vlan', 'voice', 'vlan', 'thank')",1
"('fix', 'frequent', 'account', 'lockout')",1
"('happen', 'location', 'end', 'proceed')",1
"('new', 'password', 'big', 'problem')",1
"('block', 'do', 'not', 'contact')",1
"('appear', 'internet', 'explorer', 'change')",1
"('laptop', 'desktop', 'sap', 'po')",1
"('module', 'upload', 'purchase', 'order')",1
"('sjp', 'network', 'slowness', 'reconnect')",1
"('laptop', 'unable', 'login', 'window')",1
"('hdc', 'location', 'traffic', 'shift')",1
"('allocate', 'ip', 'segment', 'maxi')",1
"('blade', 'stop', 'respond', 'poll')",2
"('accessible', 'cdc', 'tower', 'nike')",1
"('not', 'work', 'outlook', 'issue')",2
"('utilization', 'detail', 'report', 'creditsuisse')",1
"('need', 'federation', 'access', 'user')",1
"('access', 'share', 'path', 'sccm')",1
"('da', 'issue', 'direct', 'access')",1
"('error', 'unknown', 'remain', 'battery')",1
"('slownesswe', 'give', 'system', 'control')",1
"('test', 'mg', 'road', 'location')",1
"('block', 'activity', 'public', 'network')",1
"('not', 'work', 'properly', 'user')",1
"('frequent', 'account', 'lockout', 'problem')",1
"('source', 'ip', 'ts', 'destination')",1
"('citi', 'policy', 'apply', 'laptop')",1
"('primary', 'secondary', 'bayer', 'odc')",1
"('debin', 'tower', 'stack', 'switch')",2
"('ecsccmfep', 'khobarsccmdp', 'vice', 'versa')",1
"('lync', 'not', 'work', 'kindly')",1
"('super', 'sloooww', 'couple', 'week')",2
"('face', 'issue', 'needful', 'early')",1
"('ip', 'secondary', 'firewal', 'connect')",1
"('help', 'user', 'resolve', 'symantec')",1
"('kindly', 'add', 'user', 'hostname')",1
"('ticket', 'central', 'local', 'img')",1
"('check', 'needful', 'priority', 'hostname')",1
"('issue', 'bat', 'odc', 'early')",1
"('not', 'open', 'mail', 'box')",1
"('noc', 'extended', 'qr', 'nw')",1
"('reach', 'yser', 'user', 'sit')",1
"('able', 'log', 'wipro', 'portal')",2
"('backup', 'nortel', 'core', 'device')",1
"('kartik', 'nanjundiah', 'satyaprakash', 'wipro')",1
"('add', 'folder', 'outlook', 'needfull')",1
"('ps', 'primary', 'secondary', 'bayer')",1
"('password', 'expiration', 'reminder', 'mail')",1
"('help', 'user', 'setup', 'outlook')",1
"('vtp', 'switch', 'ip', 'secondary')",1
"('co', 'ordinate', 'user', 'want')",1
"('nmg', 'location', 'chennai', 'ckt')",1
"('norge', 'project', 'sjp', 'location')",1
"('location', 'papana', 'street', 'switch')",1
"('check', 'alert', 'description', 'bgp')",1
"('request', 'remove', 'prefix', 'list')",1
"('mail', 'need', 'important', 'message')",1
"('impacting', 'event', 'primary', 'link')",1
"('kindly', 'omit', 'ip', 'dhcp')",1
"('currency', 'conversion', 'can', 'not')",1
"('enhance', 'end', 'point', 'security')",1
"('utilization', 'ckt', '-PRON-', 'would')",1
"('manul', 'backup', 'sjp', 'core')",1
"('dilip', 'retrieve', 'datum', 'process')",1
"('port', 'follow', 'mac', 'address')",1
"('alarm', 'clear', 'sjpsfaw', 'device')",1
"('-PRON-', 'would', 'creation', 'pree')",1
"('get', 'new', 'laptop', 'need')",1
"('lync', 'live', 'meeting', 'not')",1
"('activate', 'ms', 'office', 'key')",16
"('ss', 'odc', 'pdc', 'primary')",1
"('supply', 'show', 'user', 'update')",1
"('project', 'require', 'port', 'enable')",1
"('state', 'bw', 'utilization', 'report')",1
"('poll', 'andor', 'external', 'request')",1
"('enable', 'panasonic', 'germany', 'project')",1
"('training', 'material', 'need', 'access')",1
"('raise', 'request', 'sftp', 'requestno')",1
"('request', 'change', 'vlan', 'cubicle')",1
"('lan', 'port', 'need', 'configure')",67
"('transfer', 'ticket', 'end', 'expense')",1
"('kindly', 'share', 'week', 'bandwidth')",1
"('frquent', 'account', 'lock', 'behalf')",1
"('nd', 'floor', 'block', 'wing')",2
"('issue', 'laptop', 'not', 'get')",1
"('mywipro', 'application', 'not', 'open')",1
"('emc', 'face', 'slowness', 'issue')",1
"('laptop', 'network', 'card', 'lan')",1
"('vpn', 'can', 'not', 'open')",1
"('laptop', 'charger', 'get', 'not')",1
"('build', 'configuration', 'current', 'configuration')",1
"('work', 'citi', 'policy', 'apply')",1
"('access', 'wipro', 'mail', 'need')",1
"('multiple', 'user', 'unable', 'access')",1
"('issue', 'unable', 'login', 'gateway')",1
"('not', 'work', 'usa', 'inbox')",1
"('issue', 'change', 'password', 'phone')",1
"('need', 'active', 'sink', 'account')",1
"('request', 'need', 'replace', 'asap')",1
"('hdctclsh', 'run', 'int', 'build')",1
"('add', 'mention', 'ip', 'url')",1
"('location', 'face', 'slowness', 'onsite')",1
"('critical', 'alarm', 'occur', 'eccasimp')",2
"('need', 'configure', 'vlan', 'shiwcth')",1
"('ip', 'address', 'pc', 'access')",1
"('power', 'fedex', 'label', 'share')",1
"('unable', 'access', 'helpline', 'raise')",1
"('not', 'get', 'swithc', 'power')",1
"('crm', 'application', 'not', 'work')",1
"('-PRON-', 'would', 'new', '-PRON-')",1
"('internet', 'issue', 'unable', 'login')",1
"('ms', 'project', 'installation', 'activation')",1
"('asking', 'password', 'wile', 'change')",1
"('user', 'close', 'transfer', 'voilat')",1
"('client', 'vdi', 'not', 'route')",1
"('time', 'anti', 'virus', 'issue')",1
"('blacklist', 'ip', 'dmz', 'ip')",1
"('intranet', 'server', 'access', 'remotely')",1
"('cmr', 'raise', 'enable', 'access')",1
"('leandras', 'mobile', 'ticket', '-PRON-')",1
"('pls', 'reserve', 'ip', 'dhcp')",1
"('meeting', 'not', 'work', 'internet')",1
"('assistance', 'install', 'symantic', 'mcafee')",1
"('fedex', 'label', 'need', 'create')",1
"('wipro', 'harman', 'location', 'sjpsth')",1
"('production', 'server', 'find', 'server')",1
"('wifi', 'fully', 'hrs', 'bother')",1
"('ciena', 'odc', 'week', 'asap')",1
"('issue', 'window', 'not', 'get')",1
"('mention', 'ip', 'datum', 'card')",1
"('rd', 'november', 'need', 'prepared')",1
"('monday', 'night', 'include', 'webmail')",1
"('device', 'not', 'reachable', 'wtusrwcior')",1
"('corporate', 'network', 'not', 'work')",1
"('able', 'reset', 'pasword', 'asking')",1
"('host', 'router', 'inwilahydr', 'inwilahydr')",1
"('usa', 'available', 'till', 'pm')",1
"('hostname', 'mbam', 'group', 'asap')",1
"('check', 'needful', 'mac', 'bb')",1
"('link', 'crm', '-PRON-', 'would')",1
"('account', 'get', 'lock', 'frequently')",1
"('office', 'printer', 'network', 'super')",2
"('request', 'check', 'ip', 'clash')",1
"('admin', 'right', 'vpn', '-PRON-')",1
"('project', 'ip', 'segment', 'require')",1
"('location', 'ec', 'environment', 'production')",1
"('update', 'priority', 'customer', 'requirement')",1
"('allow', 'ec', 'pasa', 'firewall')",1
"('suggest', 'user', 'enter', 'effort')",1
"('access', 'mac', 'address', 'bcbe')",1
"('work', 'not', 'try', 'access')",1
"('not', 'reachable', 'check', 'update')",1
"('coe', 'system', 'like', 'enable')",1
"('not', 'able', 'work', 'block')",1
"('able', 'access', 'share', 'path')",1
"('tower', 'st', 'floor', 'bw')",1
"('march', 'circuit', '-PRON-', 'would')",2
"('address', 'bbdec', 'ip', 'mac')",1
"('server', 'not', 'reachable', 'check')",1
"('error', 'window', 'run', 'disk')",1
"('mac', 'address', 'new', 'wifi')",1
"('bind', 'mac', 'address', 'schwab')",8
"('user', 'need', 'access', 'destination')",1
"('find', 'server', 'detail', 'server')",1
"('tower', 'nike', 'odc', 'dw')",1
"('kodak', 'application', 'slowness', 'issue')",1
"('fedex', 'shipment', 'label', 'create')",2
"('assign', 'ticket', 'sjp', 'network')",1
"('not', 'accessible', 'cdc', 'tower')",1
"('usage', 'utlization', 'report', 'month')",1
"('rename', 'new', 'lpr', 'detail')",1
"('ip', 'datum', 'card', 'need')",1
"('troubleshoot', 'frequent', 'lockout', 'issue')",1
"('get', 'new', 'laptop', 'configure')",1
"('-PRON-', 'would', 'tacacs', 'testing')",1
"('class', 'pdc', 'packetshaper', 'ref')",1
"('not', 'able', 'access', 'server')",1
"('ip', 'require', 'segment', 'check')",1
"('sw', 'sh', 'log', 'detail')",1
"('irc', 'connection', 'blacklist', 'ip')",1
"('mandatory', 'wipro', 'training', 'not')",1
"('need', 'mcaffe', 'odc', 'bw')",1
"('mention', 'not', 'advertise', 'bgp')",1
"('isa', 'client', 'not', 'detect')",1
"('ad', 'password', 'not', 'able')",2
"('security', 'mcafee', 'antivirus', 'roll')",1
"('crenditial', 'wifi', 'direct', 'access')",1
"('work', 'segment', 'sa', 'location')",1
"('find', 'attached', 'mail', 'referrence')",1
"('ectgfacl', 'device', 'not', 'respond')",1
"('sccm', 'server', 'ecsccmfep', 'khobarsccmdp')",1
"('packet', 'shaper', 'class', 'refer')",1
"('not', 'work', 'kindly', 'check')",1
"('maia', 'porto', 'location', 'unrachable')",1
"('kindly', 'share', 'read', 'location')",1
"('lcd', 'battery', 'need', 'replace')",1
"('ne', 'allow', 'access', 'detail')",2
"('face', 'issue', 'internet', 'connection')",1
"('give', 'system', 'control', 'noc')",1
"('mac', 'address', 'debin', 'tower')",2
"('vpn', 'firewall', 'reboot', 'system')",1
"('work', 'slow', 'yesterday', 'night')",1
"('mahesh', 'babu', 'wipro', 'not')",1
"('work', 'slow', '-PRON-', 'be')",1
"('detail', 'request', 'change', 'vlan')",1
"('advertise', 'schwab', 'wifi', 'segment')",1
"('migration', 'mv', 'nj', 'tp')",1
"('sink', 'account', 'outlook', 'config')",1
"('report', 'circuit', '-PRON-', 'would')",2
"('switch', 'fan', 'issue', 'slot')",1
"('would', 'debug', 'list', 'uninstall')",1
"('savigent', 'server', 'public', 'networkso')",2
"('ticket', 'noc', 'proxy', 'bypassing')",1
"('not', 'connect', 'server', 'not')",1
"('check', 'cpu', 'utilization', 'device')",1
"('console', 'michelin', 'vpn', 'firewall')",1
"('not', 'work', 'personal', 'laptop')",1
"('mac', 'address', 'schwab', 'ec')",6
"('ckt', '-PRON-', 'would', 'verizon')",1
"('canada', 'post', 'link', 'rfo')",1
"('vdi', 'not', 'route', 'ticket')",1
"('packet', 'lose', 'shanghai', 'location')",1
"('incorrect', 'doj', 'psp', 'sap')",1
"('tranig', 'vedio', 'not', 'work')",1
"('chennai', 'primary', 'ww', 'chennai')",1
"('byt', 'interface', 'description', 'uplinktotflact')",1
"('work', 'window', 'can', 'not')",1
"('not', 'able', 'login', 'mywipro')",1
"('laptop', 'local', 'account', 'lockout')",1
"('stack', 'switch', 'change', 'port')",3
"('physical', 'location', 'ec', 'environment')",1
"('khobar', 'jeddah', 'location', 'user')",1
"('slowness', 'issue', 'access', 'client')",1
"('report', 'zna', 'csssl', 'vpn')",2
"('bandwidth', 'utilization', 'report', 'month')",1
"('kindly', 'provide', 'log', 'check')",1
"('public', 'network', 'connect', 'smooth')",1
"('issue', 'access', 'helpline', 'mywipro')",1
"('case', 'cmr', 'raise', 'enable')",1
"('not', 'able', 'log', 'ticket')",1
"('complete', 'mandatory', 'wipro', 'training')",1
"('mail', 'account', 'not', 'work')",1
"('bandwidth', 'utilization', 'report', 'target')",1
"('allow', 'access', 'allow', 'ec')",1
"('ckts', 'ip', 'hop', 'mention')",1
"('mac', 'address', 'schwab', 'sjp')",2
"('window', 'azure', 'note', 'rdp')",1
"('port', 'need', 'configure', 'vlan')",67
"('check', 'vpn', 'connectivity', 'destination')",1
"('federated', 'ms', 'lync', 'access')",1
"('enable', 'schwab', 'odc', 'ec')",1
"('report', 'current', 'month', 'march')",2
"('internet', 'firewall', 'share', 'bandwidth')",1
"('secondary', 'firewal', 'connect', 'port')",1
"('charle', 'schwab', 'odc', 'switch')",1
"('mail', 'box', 'need', 'configure')",1
"('say', 'request', 'facetime', 'audio')",1
"('kindly', 'provide', 'console', 'michelin')",1
"('need', 'fedex', 'label', 'return')",1
"('concerned', 'query', 'not', 'relate')",1
"('configure', 'vlan', 'port', 'switch')",1
"('buy', 'new', 'laptop', 'configure')",1
"('install', 'old', 'anti', 'virus')",1
"('device', 'detail', 'connect', 'switch')",1
"('fw', 'local', 'onsite', 'policy')",1
"('mother', 'board', 'need', 'replace')",1
"('port', 'order', 'access', 'coe')",1
"('port', 'need', 'configured', 'inn')",5
"('gateway', 'service', 'not', 'accessible')",1
"('create', 'new', 'ct', 'odc')",2
"('issue', 'client', 'vdi', 'not')",1
"('admin', 'right', 'reinstallation', 'os')",1
"('issue', 'access', 'client', 'application')",1
"('face', 'slowness', 'issue', 'access')",1
"('kalander', 'laptop', 'direct', 'access')",1
"('ec', 'packet', 'shaper', 'primary')",1
"('server', 'check', 'asap', 'production')",1
"('port', 'wtitms', 'vm', 'server')",1
"('enable', 'permission', 'modify', 'dl')",1
"('internal', 'source', 'multiple', 'remote')",2
"('folder', 'lock', 'user', 'want')",1
"('help', 'user', 'resolve', 'frequent')",1
"('user', 'troubleshoot', 'symantec', 'issue')",7
"('get', 'february', 'month', 'utilization')",1
"('route', 'ckts', 'ip', 'hop')",1
"('trap', 'receive', 'device', 'peer')",1
"('connection', 'odc', 'citi', 'loc')",1
"('server', 'cdc', 'tower', 'nd')",2
"('utilization', 'report', 'weekly', 'basic')",5
"('add', 'user', 'hostname', 'mbam')",1
"('not', 'work', 'outlook', 'config')",1
"('need', 'monitor', 'stand', 'extended')",1
"('raise', 'behalf', 'user', 'idcrp')",1
"('odc', 'bandwidth', 'class', 'pdc')",1
"('get', 'approval', 'manager', 'samuel')",1
"('ecinternet', 'firewall', 'share', 'bw')",2
"('ec', 'project', 'bb', 'requirement')",2
"('respond', 'ticket', 'violate', 'ur')",1
"('packet', 'shaper', 'primary', 'secondary')",1
"('port', 'enable', 'panasonic', 'germany')",1
"('router', 'current', 'state', 'idle')",1
"('reachable', 'check', 'update', 'priority')",1
"('configuration', 'current', 'configuration', 'byt')",1
"('kindly', 'share', 'run', 'configuration')",1
"('fw', 'pend', 'user', 'ucp')",1
"('wipro', 'not', 'work', 'gateway')",1
"('help', 'user', 'connect', 'outlook')",1
"('number', 'need', 'open', 'destination')",1
"('password', 'issue', 'otp', 'register')",1
"('laptop', 'battery', 'issue', 'need')",1
"('allow', 'access', 'detail', 'eccheckpoint')",2
"('require', 'port', 'enable', 'panasonic')",1
"('be', 'sw', 'sh', 'log')",1
"('syslog', 'server', 'not', 'present')",1
"('reserve', 'not', 'correct', 'mention')",1
"('client', 'mail', 'box', 'need')",1
"('secondary', 'bayer', 'odc', 'new')",1
"('change', 'port', 'datum', 'vlan')",1
"('important', 'practice', 'training', 'material')",1
"('user', 'request', 'need', 'replace')",1
"('provide', 'pool', 'ip', 'requirement')",1
"('ip', 'segment', 'wt', 'device')",1
"('laptop', 'adaptor', 'lose', 'case')",1
"('moth', 'utilization', 'report', 'find')",1
"('able', 'access', 'renne', 'location')",1
"('hdc', 'switch', 'not', 'reachable')",1
"('mpls', 'utilization', 'amsterdam', 'hoofdorp')",1
"('-PRON-', 'would', 'blackberry', 'office')",1
"('gage', 'network', 'ukpark', 'royal')",1
"('post', 'link', 'rfo', 'att')",1
"('address', 'mac', 'address', 'confirm')",1
"('firewall', 'share', 'bw', 'source')",2
"('netsuite', 'mb', 'mb', 'confirm')",1
"('frequent', 'account', 'lockout', 'issue')",3
"('engineer', 'check', 'mention', 'device')",1
"('finland', 'admin', 'vpn', 'feel')",1
"('macafee', 'installation', 'party', 'software')",1
"('not', 'work', 'sjp', 'location')",2
"('traffic', 'shift', 'primary', 'secondary')",2
"('find', 'multiple', 'device', 'alert')",1
"('mail', 'not', 'get', 'deliver')",1
"('lan', 'not', 'get', 'connect')",1
"('backup', 'sjp', 'core', 'device')",2
"('device', 'alert', 'sjp', 'location')",1
"('switch', 'check', 'update', 'priority')",1
"('physically', 'update', 'proceed', 'analysis')",1
"('critical', 'device', 'rd', 'november')",1
"('th', 'october', 'need', 'prepared')",3
"('synch', 'blackberry', 'outlook', 'not')",1
"('connect', 'backup', 'client', 'installation')",1
"('mention', 'url', 'exist', 'pdc')",1
"('email', 'forward', 'outlook', 'rule')",2
"('coe', 'system', 'desktop', 'pl')",1
"('ip', 'address', 'project', 'wipro')",1
"('reflect', 'tms', 'suggest', 'user')",1
"('itms', 'link', 'not', 'open')",1
"('regard', 'face', 'issue', 'reset')",1
"('need', 'nonroutable', 'ip', 'requirement')",1
"('need', 'free', 'vlan', 'ipsegment')",1
"('add', 'device', 'port', 'ehealth')",1
"('business', 'impacting', 'event', 'link')",1
"('provide', 'console', 'michelin', 'vpn')",1
"('indiadomestic', 'request', 'create', 'wt')",1
"('st', 'network', 'mpls', 'network')",1
"('similar', 'case', 'cmr', 'raise')",1
"('address', 'mac', 'address', 'fd')",1
"('settle', 'onsite', 'cash', 'claim')",1
"('walmart', 'odc', 'user', 'bangalore')",1
"('-PRON-', 'be', 'sw', 'sh')",1
"('access', 'ec', 'internet', 'firewall')",1
"('bind', 'port', 'enable', 'schwab')",1
"('contain', 'blade', 'stop', 'respond')",2
"('january', 'email', 'issue', 'can')",1
"('port', 'number', 'need', 'open')",1
"('add', 'laptop', 'wipro', 'domain')",4
"('mywipro', 'approve', 'let', 'know')",1
"('multiple', 'issue', 'not', 'able')",1
"('mcafee', 'date', 'need', 'update')",1
"('available', 'till', 'pm', 'ist')",1
"('expire', 'change', '-PRON-', 'would')",48
"('monitor', 'not', 'work', 'check')",1
"('state', 'idle', 'lasterror', 'wtsjpior')",1
"('server', 'important', 'practice', 'training')",1
"('mail', '-PRON-', 'would', 'contact')",1
"('vdi', 'appropriate', 'action', 'client')",1
"('kindly', 'enable', 'permission', 'modify')",1
"('mcafee', 'port', 'need', 'open')",1
"('ping', 'bytes', 'datum', 'request')",1
"('message', 'not', 'able', 'access')",1
"('user', '-PRON-', 'would', 'tacacs')",1
"('issue', 'unable', 'connect', 'network')",1
"('need', 'assistance', 'install', 'vpn')",1
"('fw', 'critical', 'project', 'requirement')",1
"('address', 'location', 'server', 'cdc')",2
"('install', 'citrix', 'access', 'customer')",1
"('domaincreat', 'user', 'profile', 'da')",1
"('access', 'mywipro', 'approve', 'let')",1
"('client', 'not', 'detect', 'machine')",1
"('card', 'not', 'work', 'laptop')",1
"('mail', 'not', 'work', 'mail')",1
"('need', 'tacacs', 'log', 'network')",1
"('server', 'check', 'needful', 'priority')",2
"('utilization', 'report', 'circuit', '-PRON-')",2
"('customer', 'requirement', 'finalize', 'implementation')",1
"('can', 'not', 'access', 'wipro')",1
"('work', 'mail', 'box', 'coverted')",1
"('user', 'troubleshoot', 'mcafee', 'issue')",1
"('system', 'desktop', 'pl', 'find')",1
"('bhdc', 'location', 'dhcp', 'server')",1
"('ticket', 'end', 'expense', 'currency')",1
"('vlan', 'unable', 'connect', 'vpn')",1
"('samt', 'prod', 'server', 'bangalore')",1
"('face', 'browser', 'issue', 'not')",2
"('kindly', 'add', 'user', '-PRON-')",1
"('employee', 'rajat', 'onle', 'tmss')",1
"('ip', 'follwo', 'ip', 'address')",2
"('open', 'port', 'destination', 'source')",1
"('mention', 'server', 'check', 'needful')",2
"('mqlean', 'not', 'right', 'ticket')",1
"('utilization', 'report', 'feburary', 'month')",1
"('issue', 'resolve', 'user', 'close')",1
"('praveen', 'contact', 'user', 'user')",1
"('ftp', 'access', 'mywipro', 'approve')",1
"('savigent', 'server', 'detail', 'approval')",2
"('allow', 'access', 'walmart', 'firewall')",1
"('get', 'deliver', 'outside', 'wipro')",1
"('raise', 'enable', 'access', 'kindly')",1
"('approval', 'attach', 'screenshot', 'savigent')",2
"('report', 'creditsuisse', 'not', 'work')",1
"('could', 'not', 'able', 'login')",1
"('currently', 'panasonic', 'germany', 'odc')",1
"('proxy', 'bypassing', 'issue', 'bat')",1
"('week', 'bandwidth', 'utilization', 'report')",2
"('january', 'month', 'utilization', 'report')",1
"('source', 'multiple', 'remote', 'destination')",2
"('alu', 'odc', 'bw', 'utilization')",1
"('exchange', 'server', 'not', 'synch')",1
"('kindly', 'share', 'bandwidth', 'report')",2
"('access', 'bestbuy', 'not', 'work')",1
"('disk', 'space', 'performance', 'issue')",1
"('request', 'time', 'request', 'time')",3
"('ticket', 'connect', 'support', 'wipro')",1
"('sez', 'location', 'give', 'hard')",1
"('request', 'new', 'start', 'adam')",1
"('detail', 'eccheckpoint', 'ecinternet', 'firewall')",2
"('work', 'travel', 'customer', 'place')",1
"('access', 'couple', 'system', 'login')",1
"('reset', 'pasword', 'asking', 'password')",1
"('device', 'peer', 'router', 'current')",1
"('check', 'query', 'concerned', 'query')",1
"('noc', 'request', 'share', 'project')",1
"('vpn', '-PRON-', 'would', 'ma')",1
"('try', 'access', 'couple', 'system')",1
"('melbourne', 'origin', 'proxy', 'not')",1
"('access', 'require', 'irmc', 'audit')",1
"('need', 'bit', 'lokcer', 'encryption')",1
"('hdc', 'location', 'face', 'slowness')",1
"('check', 'physically', 'update', 'proceed')",1
"('xsbcdabrvcmq', 'message', 'user', 'machine')",1
"('vlan', 'port', 'switch', 'ip')",1
"('october', 'need', 'prepared', 'share')",3
"('not', 'able', 'access', 'share')",1
"('screen', 'display', 'self', 'look')",1
"('lync', 'issue', 'window', 'not')",1
"('internet', 'site', 'not', 'work')",1
"('belong', 'mqlean', 'not', 'right')",1
"('laptop', 'charger', 'adaptor', 'problem')",1
"('computer', 'group', 'policy', 'update')",1
"('kindly', 'manual', 'backup', 'switch')",1
"('vtp', 'switch', 'es', 'suggestion')",1
"('connect', 'support', 'wipro', 'vdi')",1
"('passcodeuser', 'recovery', 'safeboot', 'try')",1
"('ip', 'pool', 'hp', 'odc')",1
"('current', 'state', 'idle', 'lasterror')",1
"('printer', 'mac', 'address', 'bbdec')",1
"('ft', 'detail', 'shortly', 'meanwhi')",1
"('installation', 'party', 'software', 'removal')",1
"('ms', 'office', 'professional', 'plus')",1
"('utilization', 'report', 'target', 'ss')",1
"('ts', 'destination', 'ip', 'vm')",1
"('datum', 'card', 'not', 'detect')",1
"('raise', 'service', 'ticket', 'resolve')",1
"('block', 'wing', 'ii', 'rack')",2
"('dr', 'plan', 'wt', 'bhdc')",1
"('help', 'user', 'symentic', 'problem')",1
"('tmss', 'stander', 'task', 'list')",1
"('public', 'networkso', 'irmc', 'approval')",2
"('not', 'work', 'show', 'blue')",1
"('impact', 'work', 'regard', 'venu')",1
"('add', 'url', 'mention', 'class')",1
"('server', 'access', 'odc', 'firewall')",1
"('mail', 'not', 'work', 'gateway')",1
"('office', 'installation', 'outook', 'configuration')",1
"('local', 'account', 'lockout', 'issue')",1
"('physically', 'update', 'power', 'issue')",1
"('asap', 'production', 'server', 'find')",1
"('ec', 'environment', 'production', 'regard')",1
"('germany', 'odc', 'ip', 'segment')",1
"('internet', 'intranet', 'service', 'ksa')",1
"('server', 'monitor', 'tool', 'nimsoft')",1
"('fw', 'vashist', 'sondhi', 'mywipro')",1
"('mailbox', 'migrate', 'migrate', 'facing')",1
"('schwab', 'odc', 'switch', 'ec')",1
"('kodak', 'odc', 'hdc', 'location')",1
"('distribution', 'group', 'dl', 'member')",1
"('es', 'care', 'ticket', 'health')",1
"('outlook', 'startup', 'authentication', 'issue')",1
"('cdc', 'tower', 'nd', 'floor')",2
"('power', 'issue', 'happen', 'location')",1
"('lenovo', 'adaptor', 'lose', 'want')",1
"('current', 'configuration', 'byt', 'interface')",1
"('share', 'bandwidth', 'utilization', 'report')",1
"('not', 'able', 'access', 'renne')",1
"('lose', 'admin', 'right', 'reinstallation')",1
"('add', 'destination', 'ip', 'mention')",1
"('need', 'configured', 'inn', 'vlan')",5
