,0
"('create', 'bw', 'class', 'pdc')",1
"('ne', 'remove', 'tape', 'frpm')",1
"('gnoc', 'change', 'voice', 'vlan')",1
"('ms', 'citrix', 'isa', 'client')",1
"('device', 'stop', 'respond', 'poll')",5
"('yuvarani', 'transfer', 'ticket', 'noc')",1
"('not', 'contact', 'mail', '-PRON-')",1
"('newly', 'instal', 'ap', 'ec')",1
"('guest', '-PRON-', 'would', 'creation')",1
"('hub', 'router', 'utilization', 'report')",1
"('location', 'chennai', 'ckt', '-PRON-')",1
"('dhcp', 'server', 'creation', 'sonama')",1
"('vrf', 'location', 'chennai', 'ec')",1
"('server', 'sl', 'vmid', 'ip')",1
"('client', 'meeting', 'bank', 'raj')",1
"('project', 'user', 'face', 'slowness')",1
"('jo', 'direct', 'access', 'issue')",1
"('latency', 'dana', 'peer', 'ip')",1
"('yser', 'user', 'sit', 'tower')",1
"('end', 'revert', 'ft', 'detail')",2
"('manual', 'backup', 'core', 'device')",1
"('webe', 'hyper', 'quality', 'tunnel')",1
"('laptop', 'request', 'new', 'model')",1
"('amsterdam', 'hoofdorp', 'office', 'mbps')",1
"('not', 'power', 'fedex', 'label')",1
"('have', 'multiple', 'issue', 'not')",1
"('need', 'target', 'odc', 'bw')",1
"('citi', 'monthly', 'utilization', 'report')",1
"('connect', 'connect', 'vpn', 'can')",1
"('harman', 'location', 'sjpsth', 'floorb')",1
"('name', 'bandwidth', 'class', 'mcgrawhills')",1
"('name', 'dedicate', 'bandwidth', 'wipro')",1
"('install', 'software', 'new', 'laptop')",1
"('face', 'issue', 'reset', 'user')",1
"('ms', 'office', 'key', 'win')",1
"('mbam', 'group', 'asset', 'nol')",3
"('work', 'show', 'blue', 'screen')",1
"('provide', 'log', 'check', 'cpu')",1
"('hub', 'room', 'audit', 'ntc')",1
"('low', 'disk', 'space', 'issue')",3
"('device', 'th', 'october', 'need')",3
"('laptop', 'medium', 'card', 'port')",1
"('user', 'machine', 'xsbcdabrvcmq', 'message')",1
"('right', 'vpn', '-PRON-', 'would')",1
"('display', 'not', 'work', 'extended')",1
"('kindly', 'share', 'ip', 'segment')",1
"('enable', 'ebc', 'engineer', 'change')",1
"('help', 'user', 'fix', 'frequent')",1
"('hard', 'drive', 'not', 'work')",1
"('detail', 'report', 'creditsuisse', 'not')",1
"('add', 'static', 'route', 'sccmhdc')",1
"('sap', 'po', 'not', 'work')",1
"('open', 'india', 'location', 'switch')",1
"('connect', 'vpn', 'network', 'slownesswe')",1
"('add', 'mention', 'url', 'exist')",1
"('toshibha', 'odc', 'sjp', 'network')",1
"('eplus', 'ss', 'odc', 'pdc')",1
"('cdc', 'vtp', 'switch', 'es')",1
"('panasonic', 'germany', 'project', 'operate')",1
"('activate', 'ms', 'office', 'product')",3
"('map', 'ip', 'printer', 'mac')",1
"('kindly', 'create', 'new', 'mb')",1
"('forwarding', 'enable', 'email', 'forward')",1
"('rebuild', 'stop', 'work', 'week')",1
"('purpose', 'address', 'login', 'issue')",1
"('able', 'access', '-PRON-', 'would')",1
"('enable', 'rdp', 'access', 'virtual')",1
"('intermittently', 'assign', 'engineer', 'check')",1
"('need', 'enable', 'work', 'lync')",1
"('user', 'not', 'respond', 'ticket')",1
"('need', 'enable', 'wipro', 'network')",1
"('fw', 'not', 'able', 'log')",1
"('observed', 'wipro', 'mumbai', 'andheri')",1
"('gnoc', 'january', 'email', 'issue')",1
"('mac', 'bind', 'ec', 'wifi')",1
"('router', 'not', 'able', 'login')",1
"('target', 'odc', 'bw', 'utilization')",1
"('device', 'rd', 'november', 'need')",1
"('detail', 'server', 'tedwebk', 'ip')",1
"('coach', 'project', 'device', 'installation')",1
"('problem', 'blue', 'coat', 'agent')",1
"('login', 'issue', 'lm', 'server')",1
"('explorer', 'change', 'proxy', 'setting')",1
"('wipro', 'raipur', 'single', 'homed')",1
"('papanna', 'street', 'location', 'papana')",1
"('tower', 'nd', 'floor', 'block')",2
"('location', 'end', 'proceed', 'analysis')",1
"('group', 'dl', 'member', 'modification')",1
"('need', 'add', 'pst', 'file')",14
"('connection', 'loss', 'connect', 'client')",1
"('help', 'user', 'symantic', 'problem')",3
"('find', 'detail', 'needful', 'early')",1
"('project', 'handle', 'suprta', 'sarkar')",1
"('-PRON-', 'would', 'ip', 'segment')",1
"('new', 'mb', 'bandwidth', 'class')",1
"('would', '-PRON-', 'would', 'not')",1
"('tacacs', 'testing', 'purpose', 'address')",1
"('bandwidth', 'class', 'eplus', 'ss')",1
"('wifi', 'ap', 'schwab', 'odc')",1
"('wipro', 'not', 'able', 'login')",1
"('free', 'drive', 'spaceonly', 'mb')",2
"('hdc', 'device', 'not', 'reachable')",1
"('local', 'img', 'fme', 'check')",1
"('lync', 'status', 'not', 'get')",1
"('failure', 'destination', 'contain', 'authentication')",1
"('add', 'mention', 'domain', 'name')",1
"('route', 'reverse', 'route', 'towrd')",1
"('need', 'raise', 'requirement', 'description')",4
"('kindly', 'config', 'laptop', 'asset')",4
"('secondary', 'packet', 'shaper', 'respectively')",1
"('emc', 'bandwidth', 'usage', 'report')",1
"('help', 'get', 'february', 'month')",1
"('sjpsth', 'floorb', 'wing', 'ip')",1
"('wt', 'bhdc', 'location', 'dhcp')",1
"('wifi', 'aberdeen', 'not', 'work')",1
"('issue', 'slot', 'go', 'offline')",1
"('need', 'enable', 'ebc', 'engineer')",1
"('help', 'user', 'install', 'lync')",1
"('internet', 'explorer', 'can', 'not')",1
"('night', 'include', 'webmail', 'server')",1
"('handle', 'suprta', 'sarkar', 'sjp')",1
"('mac', 'address', 'fd', 'location')",1
"('vashist', 'sondhi', 'mywipro', 'not')",1
"('img', 'fme', 'check', 'not')",1
"('sharing', 'not', 'work', 'campbell')",1
"('sjpsfaw', 'device', 'stop', 'respond')",1
"('link', 'mar', 'business', 'impacting')",1
"('machine', 'xsbcdabrvcmq', 'message', 'user')",1
"('dw', 'check', 'issue', 'resolve')",1
"('need', 'add', 'destination', 'ip')",1
"('merck', 'odc', 'extension', 'sjp')",1
"('ectacl', 'contain', 'blade', 'stop')",1
"('critical', 'device', 'th', 'nov')",11
"('not', 'work', 'campbell', 'odc')",1
"('fw', 'qplc', 'policy', 'query')",2
"('requirement', 'ne', 'allow', 'access')",2
"('card', 'need', 'enable', 'wipro')",1
"('mbps', 'rename', 'new', 'lpr')",1
"('asap', 'impact', 'work', 'regard')",1
"('rajat', 'onle', 'tmss', 'stander')",1
"('activity', 'public', 'network', 'connect')",1
"('tms', 'link', 'not', 'visible')",1
"('chennai', 'ckt', '-PRON-', 'would')",1
"('chennai', 'ec', 'odc', 'ciena')",1
"('port', 'port', 'target', 'ip')",1
"('location', 'traffic', 'shift', 'primary')",1
"('user', 'troubleshoot', 'frequent', 'lockout')",1
"('port', 'destination', 'source', 'ip')",1
"('user', 'provide', 'user', 'password')",1
"('help', 'user', 'troubleshoot', 'symentec')",4
"('internet', 'explorer', 'not', 'open')",1
"('claim', 'saudi', 'arabia', 'country')",1
"('kindly', 'provide', 'week', 'utilization')",1
"('access', 'port', 'pls', 'needful')",1
"('upgrade', 'radio', 'meter', 'class')",1
"('bandwidth', 'class', 'pdc', 'packet')",1
"('ckt', '-PRON-', 'would', 'chennai')",1
"('bind', 'ec', 'wifi', 'ap')",1
"('not', 'able', 'login', 'tacacs')",1
"('communication', 'room', 'access', 'radware')",1
"('wifi', 'ap', 'ec', 'schwab')",1
"('ne', 'allow', 'scanner', 'ip')",1
"('internet', 'not', 'accessible', 'cdc')",1
"('not', 'respond', 'ticket', 'violate')",1
"('password', 'phone', 'number', 'office')",1
"('user', 'ucpticket', '-PRON-', 'would')",1
"('port', 'need', 'open', 'india')",1
"('not', 'reach', 'reach', 'number')",1
"('mention', 'not', 'check', 'needful')",1
"('moideen', 'raise', 'cmr', 'change')",1
"('vlan', 'ipsegment', 'daimler', 'project')",1
"('face', 'slowness', 'onsite', 'application')",1
"('satyaprakash', 'wipro', 'not', 'work')",1
"('work', 'iam', 'unable', 'work')",1
"('need', 'join', 'kdc', 'tjx')",1
"('not', 'contact', 'direct', 'access')",1
"('ms', 'office', 'bit', 'need')",1
"('fw', 'incident', 'work', 'progress')",1
"('sjp', 'charle', 'schwab', 'odc')",2
"('kindly', 'provide', 'weekly', 'bandwidth')",1
"('run', 'int', 'build', 'configuration')",1
"('share', 'utilization', 'report', 'feburary')",1
"('properly', 'user', 'request', 'need')",1
"('kindly', 'share', 'utilization', 'report')",3
"('trouble', 'load', 'itms', 'link')",1
"('monitor', 'power', 'connection', 'not')",1
"('kindly', 'find', 'attached', 'mail')",1
"('webmail', 'mailbox', 'migrate', 'migrate')",1
"('printer', 'network', 'super', 'sloooww')",2
"('pl', 'share', 'link', 'utilization')",1
"('project', 'project', 'handle', 'suprta')",1
"('wipro', 'sap', 'coe', 'system')",1
"('azure', 'note', 'rdp', 'available')",1
"('vlan', 'mention', 'ip', 'address')",1
"('medium', 'card', 'port', 'not')",1
"('not', 'open', 'website', 'solve')",1
"('share', 'run', 'configuration', 'router')",1
"('hdc', 'secondary', 'airtel', 'link')",1
"('ip', 'url', 'domain', 'name')",1
"('odc', 'user', 'face', 'slowness')",1
"('note', 'rdp', 'available', 'mention')",1
"('box', 'not', 'able', 'function')",1
"('backup', 'client', 'installation', 'backup')",1
"('provide', 'week', 'utilization', 'report')",1
"('source', 'ip', 'belong', 'wcclg')",1
"('citrix', 'access', 'customer', 'application')",1
"('get', 'expire', 'change', '-PRON-')",48
"('reverse', 'route', 'wbpo', 'ip')",1
"('target', 'ip', 'source', 'ip')",1
"('bb', 'requirement', 'ne', 'allow')",2
"('user', 'user', 'need', 'tranfer')",1
"('kindly', 'share', 'moth', 'utilization')",1
"('ne', 'add', 'url', 'mention')",1
"('network', 'slownesswe', 'give', 'system')",1
"('support', 'server', 'not', 'accessible')",1
"('network', 'issue', 'backbone', 'segment')",1
"('packet', 'shaper', 'shaping', 'issue')",1
"('not', 'able', 'reset', 'pasword')",1
"('excessive', 'firewall', 'deny', 'external')",1
"('slow', 'wipro', 'network', 'not')",1
"('pm', 'checklist', 'wt', 'critical')",16
"('teresa', 'cullen', 'teresa', 'smith')",1
"('destination', 'ip', 'mention', 'class')",1
"('finalize', 'implementation', 'new', 'link')",1
"('spam', 'notification', 'new', 'message')",1
"('help', 'user', 'troubleshoot', 'mcafee')",1
"('help', 'priority', 'regard', 'mandar')",1
"('slot', 'go', 'offline', 'check')",1
"('class', 'ec', 'packet', 'shaper')",2
"('sit', 'tower', 'nd', 'floor')",1
"('kindly', 'enable', 'access', 'give')",1
"('time', 'request', 'time', 'request')",2
"('business', 'impacting', 'event', 'primary')",1
"('address', 'exaclty', 'locate', 'ip')",1
"('kochi', 'webcast', 'trouble', 'shoot')",1
"('need', 'add', 'static', 'route')",2
"('kindly', 'free', 'vlan', '-PRON-')",1
"('laptop', 'have', 'multiple', 'issue')",1
"('uplinktotflact', 'switchport', 'switchport', 'trunk')",1
"('enable', 'port', 'order', 'access')",1
"('direct', 'internet', 'access', 'new')",1
"('able', 'access', 'server', 'check')",1
"('alert', 'find', 'attach', 'file')",1
"('end', 'expense', 'currency', 'conversion')",1
"('mention', 'domain', 'name', 'bandwidth')",1
"('displya', 'port', 'adptor', 'confiruation')",1
"('configure', 'multicast', 'broadcast', 'cdc')",1
"('ka', 'password', 'issue', 'otp')",1
"('hyperv', 'base', 'server', 'os')",1
"('provide', 'ip', 'address', 'give')",1
"('lync', 'sharing', 'not', 'work')",1
"('affected', 'cdc', 'location', 'dhcp')",1
"('need', 'allow', 'access', 'allow')",1
"('able', 'access', 'crenditial', 'wifi')",1
"('segment', 'check', 'share', 'asap')",1
"('work', 'kindly', 'enable', '-PRON-')",1
"('health', 'check', 'es', 'care')",1
"('sjpsfaw', 'device', 'passport', 'ip')",1
"('ip', 'segment', 'bat', 'ss')",1
"('bw', 'class', 'pdc', 'ps')",1
"('keypad', 'issue', 'user', 'jammu')",1
"('laptop', 'not', 'work', 'show')",1
"('-PRON-', 'would', '-PRON-', 'would')",1
"('corrupt', 'laptop', 'unable', 'login')",1
"('need', 'add', 'mention', 'ip')",1
"('kindly', 'share', 'mention', 'source')",5
"('odc', 'sjp', 'network', 'slowness')",1
"('network', 'not', 'able', 'work')",1
"('destination', 'ip', 'port', 'tcp')",2
"('-PRON-', 'would', 'mismatch', 'ectmsrcl')",1
"('ticket', 'isp', 'share', 'moth')",1
"('schneider', 'ssl', 'vpn', 'ps')",1
"('mail', 'not', 'delivery', 'citi')",1
"('fortigate', 'need', 'add', 'static')",1
"('intranet', 'server', 'important', 'practice')",1
"('active', 'nw', 'port', 'novatis')",1
"('lock', 'user', 'want', 'add')",1
"('kochi', 'location', 'device', 'dr')",1
"('not', 'login', 'webmail', 'mailbox')",1
"('ebc', 'engineer', 'change', 'vlan')",1
"('icmp', 'access', 'ps', 'ec')",1
"('levis', 'shanghai', 'odc', 'network')",1
"('scanner', 'ip', 'citi', 'device')",1
"('face', 'issue', 'access', 'port')",1
"('port', 'datum', 'vlan', 'voice')",1
"('monitor', 'stand', 'extended', 'monitor')",1
"('lync', 'outlook', 'startup', 'authentication')",1
"('manikonda', 'sez', 'location', 'give')",1
"('not', 'work', 'extended', 'monitor')",1
"('gdcwvsnlmbpcf', 'link', 'crm', '-PRON-')",1
"('log', 'behalf', 'user', 'eii')",1
"('fw', 'not', 'access', 'helpline')",1
"('sap', 'correct', 'th', 'july')",1
"('microsoft', 'lync', 'not', 'work')",1
"('mac', 'binding', 'schwab', 'sjp')",3
"('week', 'needful', 'asap', 'impact')",1
"('need', 'open', 'destination', 'server')",1
"('datum', 'backup', 'laptop', 'laptop')",1
"('hard', 'disk', 'dilip', 'retrieve')",1
"('tower', 'nd', 'floor', 'wing')",1
"('laptop', 'battery', 'not', 'work')",1
"('cce', 'tower', 'stack', 'switch')",1
"('odc', 'extension', 'sjp', 'bandwidth')",1
"('access', 'savigent', 'server', 'public')",2
"('find', 'cubicle', 'detail', 'request')",1
"('slow', 'ness', 'issue', 'pm')",1
"('allow', 'access', 'ec', 'internet')",1
"('share', 'path', 'sccm', 'server')",1
"('error', 'logging', 'escare', 'tt')",1
"('mention', 'device', 'physically', 'update')",1
"('rule', 'detail', 'gndc', 'packetshapper')",1
"('access', 'capricorn', 'energy', 'client')",1
"('issue', 'connect', 'vpn', 'network')",1
"('td', 'tp', 'need', 'add')",1
"('point', 'security', 'mcafee', 'antivirus')",1
"('-PRON-', 'would', 'like', 'new')",1
"('customer', 'place', 'week', 'wh')",1
"('psp', 'sap', 'correct', 'th')",1
"('change', 'vtp', 'mode', 'vtp')",1
"('lync', 'not', 'work', 'personal')",1
"('event', 'link', 'location', 'checking')",1
"('internet', 'explorer', 'version', 'update')",2
"('email', 'forward', 'not', 'work')",1
"('not', 'able', 'login', 'ne')",1
"('alert', 'description', 'bgp', 'trap')",1
"('not', 'delivery', 'citi', 'client')",1
"('kindly', 'update', 'priority', 'customer')",1
"('outage', 'canada', 'post', 'link')",1
"('wcclg', 'project', 'project', 'handle')",1
"('tower', 'stack', 'switch', 'change')",3
"('not', 'boot', 'standby', 'laptop')",1
"('drop', 'avs', 'switch', 'check')",1
"('priority', 'hostname', 'cdcsccmmp', 'ip')",2
"('laptop', 'battery', 'issue', 'log')",1
"('boot', 'get', 'blue', 'screen')",1
"('user', 'unable', 'access', 'helpline')",1
"('multiple', 'tower', 'report', 'network')",1
"('can', 'not', 'open', 'website')",1
"('not', 'work', 'exam', 'module')",1
"('airtel', 'link', 'kindly', 'check')",1
"('tab', 'not', 'appear', 'internet')",1
"('device', 'not', 'reachable', 'ectbcl')",1
"('profile', 'corrupt', 'laptop', 'unable')",1
"('help', 'user', 'update', 'macafee')",1
"('multiple', 'login', 'failure', 'destination')",1
"('user', 'sit', 'tower', 'nd')",1
"('share', 'ip', 'detail', 'asap')",1
"('os', 'upgrade', 'activity', 'ukparexhv')",1
"('office', 'software', 'bit', 'bit')",1
"('enable', 'access', 'give', 'destination')",1
"('issue', 'un', 'install', 'old')",1
"('connect', 'vpn', 'issue', 'connect')",1
"('gsmc', 'go', 'new', 'server')",1
"('able', 'connect', 'connect', 'vpn')",1
"('matching', 'rule', 'detail', 'gndc')",1
"('ip', 'dhcp', 'scope', 'need')",1
"('ip', 'location', 'server', 'segment')",1
"('url', 'domain', 'name', 'dedicate')",1
"('myapp', 'access', 'bestbuy', 'not')",1
"('multiple', 'device', 'alert', 'sjp')",1
"('critical', 'alarm', 'clear', 'sjpsfaw')",1
"('mail', 'not', 'work', 'outlook')",4
"('attach', 'alert', 'unable', 'reach')",1
"('loop', 'vasanth', 'helpdesk', 'cclg')",1
"('go', 'new', 'server', 'monitor')",1
"('mike', 'unable', 'connect', 'wipro')",1
"('let', 'know', 'connect', 'discuss')",1
"('bangalore', 'location', 'need', 'attention')",1
"('ec', 'noc', 'extended', 'qr')",1
"('error', 'screen', 'shoot', 'attach')",1
"('access', 'virtual', 'machine', 'window')",1
"('need', 'ip', 'pool', 'hp')",1
"('tower', 'report', 'network', 'issue')",1
"('link', 'location', 'checking', 'end')",1
"('laptop', 'hard', 'drive', 'desktop')",1
"('issue', 'not', 'able', 'comunicate')",1
"('odc', 'ip', 'segment', 'chochiec')",1
"('office', 'key', 'win', 'key')",1
"('server', 'not', 'accessible', 'help')",1
"('connectivity', 'issue', 'samt', 'prod')",1
"('frequent', 'connection', 'loss', 'connect')",1
"('access', 'communicate', 'client', 'domain')",1
"('help', 'user', 'troubleshoot', 'outlook')",1
"('work', 'block', 'activity', 'public')",1
"('iam', 'unable', 'work', 'check')",1
"('port', 'enable', 'rdp', 'access')",1
"('not', 'boot', 'help', 'asap')",1
"('laptop', 'not', 'boot', 'get')",1
"('need', 'ms', 'project', 'instal')",1
"('need', 'download', 'lync', 'communicator')",1
"('cubicle', 'detail', 'request', 'change')",1
"('november', 'need', 'prepared', 'share')",1
"('need', 'add', 'will', 'will')",1
"('firewall', 'ip', 'need', 'remove')",1
"('th', 'floor', 'wing', 'tag')",1
"('user', 'trang', 'labplease', 'assign')",1
"('share', 'utilization', 'report', 'ciena')",1
"('street', 'location', 'papana', 'street')",1
"('ehelpline', 'not', 'work', 'internet')",1
"('message', 'repeatedly', 'screen', 'pl')",1
"('get', 'blue', 'screen', 'error')",1
"('new', 'ip', 'address', 'assign')",1
"('ms', 'visio', 'software', 'share')",1
"('domain', 'name', 'bandwidth', 'class')",1
"('access', 'helpline', 'raise', 'ticket')",1
"('entire', 'netwrok', 'stack', 'swicth')",1
"('network', 'issue', 'ec', 'location')",1
"('not', 'able', 'install', 'citrix')",1
"('checklist', 'wt', 'critical', 'device')",16
"('switch', 'change', 'port', 'vlan')",2
"('source', 'ip', 'destination', 'ip')",2
"('cafeteria', 'switch', 'not', 'reachable')",1
"('get', 'loop', 'ip', 'address')",1
"('login', 'failure', 'destination', 'contain')",1
"('ip', 'printer', 'mac', 'address')",1
"('lync', 'show', 'lodin', 'error')",1
"('mac', 'change', 'debopam', 'chakraborty')",1
"('destination', 'source', 'ip', 'ts')",1
"('multicast', 'broadcast', 'cdc', 'vtp')",1
"('critical', 'device', 'th', 'october')",3
"('need', 'device', 'detail', 'connect')",1
"('task', 'reflect', 'tms', 'suggest')",1
"('help', 'user', 'unlock', 'account')",9
"('fw', 'tms', 'link', 'not')",1
"('frequent', 'account', 'lock', 'issue')",4
"('get', 'multiple', 'alert', 'mention')",1
"('federated', 'lync', 'access', 'capricorn')",1
"('link', 'utilization', 'ckt', '-PRON-')",1
"('utilization', 'report', 'zna', 'csssl')",2
"('laptop', 'can', 'not', 'able')",1
"('local', 'account', 'get', 'lock')",1
"('odc', 'mmchina', 'conti', 'user')",1
"('requestno', 'ftp', 'access', 'mywipro')",1
"('need', 'ms', 'office', 'upgrade')",1
"('not', 'work', 'password', 'issue')",2
"('server', 'tedwebk', 'ip', 'address')",1
"('facebook', 'youtube', 'ip', 'segment')",1
"('encapsulation', 'dotq', 'switchport', 'trunk')",1
"('server', 'os', 'upgrade', 'activity')",1
"('unable', 'work', 'check', 'asap')",1
"('intermittent', 'issue', 'gage', 'network')",1
"('fw', 'critical', 'alarm', 'ecsaclwiprocom')",1
"('user', 'troubleshoot', 'frequent', 'account')",9
"('log', 'flow', 'device', 'syslog')",1
"('ucpticket', '-PRON-', 'would', 'reminder')",1
"('add', 'mac', 'address', 'newly')",1
"('snmp', 'ip', 'follwo', 'ip')",2
"('laptop', 'work', 'slow', 'yesterday')",1
"('chochiec', 'noc', 'request', 'share')",1
"('laptop', 'network', 'adapter', 'need')",1
"('location', 'sjpsth', 'floorb', 'wing')",1
"('port', 'free', 'ips', 'configure')",1
"('mac', 'address', 'ceebd', 'ip')",1
"('able', 'connect', 'vpn', 'issue')",1
"('da', 'issue', 'trace', 'issue')",1
"('can', 'not', 'contact', 'direct')",1
"('kindly', 'change', 'vlan', 'mention')",1
"('not', 'get', 'update', 'calender')",1
"('guset', 'wifi', 'scope', 'dhcp')",1
"('need', 'mcafee', 'safe', 'boot')",1
"('gnoc', 'look', 'mac', 'address')",3
"('radware', 'lan', 'cable', 'trace')",1
"('dedicated', 'vlan', 'unable', 'connect')",1
"('issue', 'lync', 'sharing', 'lync')",1
"('mail', '-PRON-', 'would', 'change')",1
"('cash', 'claim', 'saudi', 'arabia')",1
"('local', 'profile', 'corrupt', 'laptop')",1
"('facility', 'lync', 'user', 'get')",1
"('kindly', 'log', 'ticket', 'isp')",1
"('work', 'week', 'needful', 'asap')",1
"('add', 'host', 'wipro', 'domain')",1
"('ips', 'configure', 'management', 'port')",1
"('audio', 'video', 'poc', 'source')",1
"('lasterror', 'wtsjpior', 'bgp', 'router')",1
"('raipur', 'single', 'homed', 'link')",1
"('unable', 'reach', 'mention', 'ip')",1
"('need', 'prepared', 'share', 'ch')",15
"('safeboot', 'try', 'follow', 'step')",1
"('configure', 'log', 'sap', 'vpn')",1
"('hiwe', 'not', 'concern', 'change')",1
"('instal', 'extension', 'google', 'chrome')",1
"('hardware', 'issue', 'laptop', 'not')",1
"('host', 'file', 'ask', 'admin')",1
"('allow', 'scanner', 'ip', 'citi')",1
"('facetime', 'audio', 'video', 'poc')",1
"('want', 'fetch', 'backup', 'mail')",1
"('mobile', 'ticket', '-PRON-', 'be')",1
"('need', 'ip', 'address', 'pc')",1
"('user', 'troubleshoot', 'symentec', 'issue')",4
"('bangalore', 'face', 'slowness', 'issue')",1
"('not', 'settle', 'onsite', 'cash')",1
"('switchport', 'switchport', 'trunk', 'encapsulation')",1
"('allow', 'destination', 'access', 'vpn')",1
"('confirm', 'mac', 'address', 'eb')",1
"('device', 'not', 'reachable', 'papanna')",1
"('user', '-PRON-', 'would', 'ou')",1
"('work', 'laptop', 'rebuild', 'stop')",1
"('local', 'computer', 'group', 'policy')",1
"('blue', 'screen', 'display', 'self')",1
"('add', 'static', 'route', 'reverse')",1
"('kindly', 'provide', 'report', 'month')",1
"('ip', 'segment', 'coop', 'norge')",1
"('kindly', 'route', 'ckts', 'ip')",1
"('tacacs', 'log', 'network', 'device')",1
"('lan', 'wifi', 'not', 'work')",1
"('project', 'vpn', 'connectivity', 'issue')",1
"('request', 'enable', 'tcp', 'port')",1
"('vpn', 'connect', 'customer', 'sap')",1
"('laptop', 'hdd', 'door', 'replacement')",1
"('freen', 'ip', 'require', 'segment')",1
"('free', 'ips', 'configure', 'management')",1
"('check', 'priority', 'work', 'not')",1
"('new', 'project', 'ip', 'segment')",1
"('multiple', 'alert', 'mention', 'device')",1
"('user', 'indian', 'time', 'pm')",1
"('not', 'synch', 'blackberry', 'outlook')",1
"('check', 'not', 'enable', 'needfull')",1
"('accessible', 'help', 'priority', 'regard')",1
"('sit', 'request', 'check', 'ip')",1
"('base', 'server', 'os', 'upgrade')",1
"('have', 'proxy', 'issue', 'unable')",1
"('system', 'like', 'enable', 'port')",1
"('nov', 'need', 'prepared', 'share')",11
"('laptop', 'not', 'get', 'swithc')",1
"('check', 'ur', 'user', 'not')",1
"('user', 'face', 'network', 'issue')",2
"('free', 'vlan', '-PRON-', 'would')",1
"('img', 'gnoc', 'nso', 'pl')",1
"('access', 'not', 'work', 'show')",1
"('ap', 'ec', 'schwab', 'odc')",2
"('mention', 'device', 'intermittently', 'assign')",1
"('wt', 'critical', 'device', 'rd')",1
"('utilization', 'report', 'avago', 'ss')",2
"('issue', 'lync', 'asking', 'password')",1
"('monitor', 'session', 'need', 'enable')",1
"('not', 'able', 'rdp', 'mention')",2
"('ectfb', 'wing', 'odc', 'not')",1
"('engineer', 'check', 'physically', 'update')",1
"('enable', 'tcp', 'port', 'wtitms')",1
"('connection', 'tab', 'not', 'appear')",1
"('hop', 'mention', 'not', 'advertise')",1
"('entire', 'toshibha', 'odc', 'sjp')",1
"('february', 'month', 'utilization', 'report')",1
"('login', 'webmail', 'mailbox', 'migrate')",1
"('pool', 'toshiba', 'gemini', 'ct')",1
"('do', 'not', 'close', 'ticket')",1
"('device', 'get', 'reboot', 'sjp')",1
"('pool', 'request', 'ec', 'segment')",1
"('contact', 'mail', '-PRON-', 'would')",1
"('proxy', 'similar', 'case', 'cmr')",1
"('enable', 'yammer', 'active', 'sync')",1
"('debug', 'list', 'uninstall', 'symantec')",1
"('slowness', 'issue', 'connect', 'client')",1
"('requirement', 'finalize', 'implementation', 'new')",1
"('share', 'citi', 'monthly', 'utilization')",1
"('add', 'mention', 'device', 'ec')",1
"('update', 'priority', 'hostname', 'cdcsccmmp')",1
"('destination', 'server', 'ip', 'source')",1
"('deny', 'external', 'block', 'ip')",1
"('peer', 'router', 'current', 'state')",1
"('reset', 'user', 'passcodeuser', 'recovery')",1
"('action', 'client', 'vdi', 'issue')",1
"('assign', 'raise', 'service', 'ticket')",1
"('want', 'add', 'folder', 'outlook')",1
"('new', 'class', 'schneider', 'ssl')",1
"('vtp', 'switch', 'transparent', 'mode')",1
"('multiple', 'device', 'not', 'reachable')",1
"('share', 'moth', 'utilization', 'report')",2
"('intranet', 'site', 'not', 'able')",1
"('site', 'not', 'able', 'access')",1
"('switch', 'change', 'port', 'datum')",1
"('address', 'new', 'wifi', 'ap')",1
"('user', 'face', 'slowness', 'issue')",2
"('couple', 'week', 'need', 'help')",1
"('need', 'add', 'user', '-PRON-')",2
"('port', 'target', 'ip', 'source')",1
"('omit', 'ip', 'dhcp', 'scope')",1
"('connection', 'blacklist', 'ip', 'dmz')",1
"('eb', 'ip', 'address', 'project')",1
"('step', 'code', 'generate', 'user')",1
"('vrf', 'vrf', 'location', 'chennai')",1
"('description', 'bgp', 'trap', 'receive')",1
"('prod', 'server', 'bangalore', 'location')",1
"('vpn', 'feel', 'slow', 'wrong')",1
"('need', 'ip', 'pool', 'toshiba')",1
"('share', 'read', 'location', 'week')",1
"('secondary', 'link', 'mar', 'not')",1
"('change', 'st', 'network', 'mpls')",1
"('change', 'teresa', 'cullen', 'teresa')",1
"('mumbai', 'andheri', 'secondary', 'link')",1
"('nd', 'mail', 'not', 'work')",1
"('medium', 'site', 'facebook', 'youtube')",1
"('-PRON-', 'would', 'creation', 'idra')",1
"('ip', 'segment', 'chochiec', 'noc')",1
"('email', 'issue', 'can', 'not')",1
"('email', 'brazil', 'not', 'work')",1
"('reachable', 'papanna', 'street', 'location')",1
"('segment', 'chochiec', 'noc', 'request')",1
"('need', 'allocate', 'ip', 'segment')",1
"('not', 'work', 'show', 'not')",1
"('doj', 'psp', 'sap', 'correct')",1
"('gakulka', 'vpn', 'link', 'send')",1
"('ego', 'laptop', 'network', 'adapter')",1
"('meeting', 'lync', 'byod', 'issue')",1
"('bw', 'utilization', 'report', 'weekly')",5
"('not', 'connect', 'corporate', 'network')",1
"('gsk', 'odc', 'onsite', 'unable')",1
"('clear', 'sjpsfaw', 'device', 'stop')",1
