,0
"('gsmc', 'go', 'new')",1
"('os', 'upgrade', 'activity')",1
"('able', 'work', 'block')",1
"('lync', 'login', 'issue')",2
"('update', 'port', 'need')",1
"('kindly', 'add', 'mention')",1
"('folder', 'lock', 'user')",1
"('high', 'cpu', 'utilization')",5
"('outlook', 'startup', 'authentication')",1
"('laptop', 'can', 'not')",1
"('internet', 'site', 'slow')",1
"('frequent', 'account', 'lockout')",41
"('site', 'not', 'work')",1
"('eseth', 'password', 'issue')",1
"('jeddah', 'location', 'user')",1
"('kindly', 'find', 'cubicle')",1
"('software', 'bit', 'bit')",1
"('ectbcl', 'device', 'not')",1
"('bit', 'installation', 'package')",2
"('ts', 'location', 'currently')",1
"('mail', 'need', 'important')",1
"('source', 'ip', 'destination')",2
"('firewall', 'share', 'bandwidth')",1
"('ms', 'office', 'upgrade')",1
"('need', 'support', 'instal')",1
"('internet', 'connectivity', 'issue')",3
"('send', 'log', 'syslog')",1
"('critical', 'alarm', 'ecsaclwiprocom')",1
"('help', 'user', 'connect')",1
"('site', 'facebook', 'youtube')",1
"('source', 'ip', 'belong')",6
"('chochiec', 'noc', 'request')",1
"('address', 'exaclty', 'locate')",1
"('issue', 'internet', 'explorer')",1
"('dedicated', 'vlan', 'unable')",1
"('-PRON-', 'would', 'creation')",4
"('add', 'folder', 'outlook')",1
"('user', 'machine', 'xsbcdabrvcmq')",1
"('machine', 'xsbcdabrvcmq', 'message')",1
"('request', 'sftp', 'requestno')",1
"('odc', 'week', 'asap')",1
"('nationwide', 'odc', 'bw')",1
"('issue', 'enter', 'profile')",1
"('-PRON-', 'would', 'verizon')",1
"('lan', 'port', 'not')",1
"('feel', 'slow', 'wrong')",1
"('mac', 'address', 'fd')",1
"('raise', 'behalf', 'usersa')",1
"('able', 'login', 'mywipro')",1
"('ka', 'mail', 'deliver')",1
"('kalander', 'laptop', 'direct')",1
"('need', 'state', 'bw')",1
"('physically', 'update', 'proceed')",1
"('client', 'not', 'detect')",1
"('unknown', 'remain', 'battery')",1
"('route', 'towrd', 'port')",1
"('ticket', 'central', 'local')",1
"('request', 'ec', 'segment')",1
"('cmf', 'sit', 'request')",1
"('work', 'gateway', 'not')",1
"('ec', 'new', 'ip')",1
"('laptop', 'buyback', 'os')",2
"('ebc', 'pls', 'update')",1
"('blue', 'screen', 'error')",1
"('utilization', 'report', 'avago')",2
"('wipro', 'not', 'display')",1
"('run', 'int', 'build')",1
"('sjpsfaw', 'device', 'stop')",1
"('check', 'alert', 'description')",1
"('work', 'ist', 'pm')",1
"('access', 'savigent', 'server')",2
"('kindly', 'backup', 'sjpsd')",4
"('ec', 'environment', 'production')",1
"('have', 'issue', 'lanwlan')",1
"('room', 'access', 'radware')",1
"('get', 'update', 'calender')",1
"('change', 'voice', 'vlan')",1
"('label', 'return', 'sheet')",1
"('check', 'share', 'asap')",1
"('keyboard', 'need', 'replace')",1
"('da', 'vpn', 'connect')",1
"('bhdc', 'location', 'dhcp')",1
"('hyper', 'quality', 'tunnel')",1
"('computer', 'group', 'policy')",1
"('access', 'bestbuy', 'not')",1
"('ip', 'secondary', 'firewal')",1
"('contact', 'direct', 'access')",1
"('fd', 'location', 'tower')",1
"('location', 'papana', 'street')",1
"('khobarsccmdp', 'vice', 'versa')",1
"('multicast', 'broadcast', 'cdc')",1
"('vpn', 'can', 'not')",1
"('ec', 'project', 'bb')",2
"('not', 'work', 'ticket')",1
"('issue', 'unable', 'connect')",1
"('add', 'laptop', 'wipro')",4
"('wing', 'ii', 'rack')",2
"('kindly', 'enable', 'permission')",1
"('hub', 'router', 'utilization')",1
"('login', 'issue', 'webmail')",1
"('datum', 'backup', 'laptop')",1
"('corporate', 'wifi', 'configuration')",1
"('mpls', 'link', 'outage')",1
"('module', 'upload', 'purchase')",1
"('blacklist', 'ip', 'dmz')",1
"('configure', 'snmp', 'ip')",2
"('ip', 'clash', 'wt')",1
"('kindly', 'find', 'attached')",1
"('add', 'device', 'ac')",1
"('lync', 'outlook', 'startup')",1
"('usa', 'available', 'till')",1
"('floor', 'wing', 'switch')",1
"('base', 'server', 'os')",1
"('link', 'not', 'open')",1
"('andor', 'external', 'request')",1
"('segment', 'sa', 'location')",1
"('want', 'fetch', 'backup')",1
"('odc', 'pdc', 'primary')",1
"('be', 'sw', 'sh')",1
"('help', 'user', 'install')",3
"('lease', 'open', 'port')",1
"('gsmc', 'backbone', 'internet')",1
"('support', 'instal', 'extension')",1
"('mysore', 'ap', 'configuration')",1
"('qplc', 'policy', 'query')",2
"('laptop', 'need', 'configure')",1
"('loop', 'vasanth', 'helpdesk')",1
"('console', 'michelin', 'vpn')",1
"('switch', 'es', 'suggestion')",1
"('expense', 'currency', 'conversion')",1
"('connect', 'connect', 'vpn')",1
"('issue', 'loop', 'ip')",2
"('transfer', 'ticket', 'noc')",1
"('enable', 'port', 'order')",1
"('user', 'update', 'macafee')",1
"('mac', 'address', 'new')",1
"('hdc', 'location', 'face')",1
"('network', 'not', 'able')",1
"('circuit', '-PRON-', 'would')",4
"('kindly', 'enable', 'access')",1
"('access', 'share', 'path')",1
"('ss', 'odc', 'pdc')",1
"('laptop', 'work', 'slow')",1
"('give', 'hard', 'disk')",1
"('alarm', 'clear', 'sjpsfaw')",1
"('kodcprisodcc', 'bgp', 'alert')",1
"('provide', 'week', 'utilization')",1
"('address', 'schwab', 'ec')",6
"('user', 'jammu', 'kashmir')",1
"('cdc', 'tower', 'nd')",2
"('able', 'connect', 'vpn')",1
"('tp', 'need', 'add')",1
"('address', 'ceebd', 'ip')",1
"('mywipro', 'not', 'work')",1
"('weekly', 'bandwidth', 'utilization')",1
"('location', 'switch', 'access')",1
"('ckts', 'ip', 'hop')",1
"('need', 'allow', 'access')",3
"('not', 'work', 'segment')",1
"('attach', 'alert', 'unable')",1
"('tedwebk', 'ip', 'address')",1
"('laptop', 'password', 'issue')",1
"('ec', 'internet', 'link')",1
"('power', 'supply', 'show')",1
"('stop', 'work', 'week')",1
"('access', 'communicate', 'client')",1
"('detail', 'approval', 'manager')",2
"('mu', 'password', 'issue')",1
"('bandwidth', 'usage', 'report')",1
"('need', 'otp', 'registration')",1
"('box', 'not', 'able')",1
"('kindly', 'care', 'attach')",1
"('hyper', 'link', 'not')",1
"('project', 'ip', 'segment')",1
"('office', 'not', 'work')",1
"('processor', 'need', 'replace')",1
"('user', 'troubleshoot', 'mcafee')",1
"('provide', 'weekly', 'bandwidth')",1
"('destinationpdc', 'raise', 'tt')",1
"('mv', 'nj', 'tp')",1
"('face', 'slowness', 'onsite')",1
"('admin', 'right', 'vpn')",1
"('sjp', 'core', 'device')",2
"('check', 'issue', 'end')",1
"('pdc', 'packetshaper', 'ref')",1
"('sjpsfaw', 'device', 'passport')",1
"('signal', 'issue', 'check')",1
"('account', 'lock', 'behalf')",1
"('ectcl', 'device', 'reboot')",1
"('ip', 'citi', 'device')",1
"('entire', 'toshibha', 'odc')",1
"('reimag', 'need', 'configuration')",1
"('ip', 'mac', 'ceeb')",1
"('mail', 'not', 'wokr')",2
"('work', 'properly', 'user')",1
"('need', 'bind', 'mac')",8
"('work', 'block', 'activity')",1
"('backup', 'nortel', 'core')",1
"('pm', 'checklist', 'wt')",16
"('device', 'th', 'nov')",11
"('scope', 'detail', 'prepare')",1
"('critical', 'device', 'st')",1
"('new', 'start', 'adam')",1
"('hdc', 'device', 'not')",1
"('mywipro', 'have', 'trouble')",1
"('raise', 'tt', 'isp')",1
"('nw', 'ebc', 'pls')",1
"('laptop', 'cahrger', 'lose')",1
"('not', 'visible', 'mywipro')",1
"('dr', 'need', 'conduct')",1
"('domaincreat', 'user', 'profile')",1
"('mention', 'ip', 'datum')",1
"('connected', 'network', 'face')",1
"('issue', 'network', 'signal')",1
"('issue', 'laptop', 'not')",1
"('material', 'need', 'access')",1
"('wipro', 'not', 'open')",1
"('not', 'reachable', 'cdcsbcl')",1
"('citi', 'client', 'domain')",1
"('ecsccmfep', 'khobarsccmdp', 'vice')",1
"('create', 'new', 'ct')",2
"('arrange', 'noc', 'chennai')",1
"('issue', 'gage', 'network')",1
"('exchange', 'server', 'not')",1
"('samt', 'prod', 'server')",1
"('kindly', 'backup', 'sjpsccs')",1
"('would', 'creation', 'idra')",1
"('bytes', 'datum', 'request')",1
"('upgrade', 'activity', 'ukparexhv')",1
"('geo', 'location', 'alert')",1
"('trunk', 'encapsulation', 'dotq')",1
"('user', 'unable', 'access')",2
"('raise', 'behlaf', 'userremoh')",1
"('adaptor', 'lose', 'want')",1
"('lasterror', 'wtsjpior', 'bgp')",1
"('laptop', 'add', 'domaincreat')",1
"('office', 'bit', 'need')",1
"('work', 'mail', 'box')",1
"('raise', 'ticket', 'central')",1
"('ip', 'mention', 'class')",1
"('get', 'expire', 'change')",48
"('would', 'mismatch', 'ectmsrcl')",1
"('internet', 'explorer', 'version')",2
"('ticket', 'connect', 'support')",1
"('work', 'exam', 'module')",1
"('window', 'run', 'disk')",1
"('check', 'not', 'enable')",1
"('user', 'request', 'need')",1
"('sjpsth', 'floorb', 'wing')",1
"('mbps', 'rename', 'new')",1
"('meeting', 'lync', 'byod')",1
"('vlan', 'unable', 'connect')",1
"('display', 'self', 'look')",1
"('new', 'laptop', 'configure')",2
"('yammer', 'active', 'sync')",1
"('lync', 'live', 'meeting')",1
"('kochi', 'location', 'user')",1
"('january', 'email', 'issue')",1
"('voice', 'vlan', 'port')",1
"('join', 'webe', 'hyper')",1
"('current', 'utilization', 'report')",1
"('address', 'confirm', 'mac')",1
"('laptop', 'os', 'reimage')",1
"('swithc', 'power', 'supply')",1
"('pend', 'user', 'ucp')",1
"('laptop', 'battery', 'prompt')",1
"('work', 'campbell', 'odc')",1
"('console', 'emc', 'fireall')",1
"('system', 'desktop', 'pl')",1
"('ip', 'address', 'port')",1
"('hp', 'odc', 'kdc')",1
"('report', 'circuit', '-PRON-')",2
"('location', 'checking', 'end')",1
"('report', 'creditsuisse', 'not')",1
"('connection', 'odc', 'citi')",1
"('connect', 'corporate', 'network')",1
"('wing', 'odc', 'not')",1
"('bb', 'mdc', 'monitoring')",1
"('dhcp', 'server', 'issue')",1
"('disk', 'space', 'performance')",1
"('step', 'code', 'generate')",1
"('access', 'server', 'check')",1
"('user', 'hostname', 'mbam')",1
"('prod', 'server', 'bangalore')",1
"('needful', 'priority', 'hostname')",1
"('bw', 'class', 'pdc')",1
"('access', 'wipro', 'intranet')",1
"('host', 'file', 'ask')",1
"('laptop', 'lan', 'disconnected')",1
"('-PRON-', 'would', 'ma')",1
"('need', 'enable', 'capture')",1
"('alert', 'sjp', 'location')",1
"('not', 'concern', 'change')",1
"('hdc', 'packet', 'shaper')",1
"('mention', 'device', 'ec')",1
"('transfer', 'ticket', 'end')",1
"('report', 'weekly', 'basic')",5
"('new', 'wifi', 'ap')",1
"('kindly', 'route', 'ckts')",1
"('able', 'access', '-PRON-')",1
"('issue', 'client', 'vdi')",1
"('devv', 'password', 'reset')",1
"('printer', 'mac', 'address')",1
"('user', 'frequent', 'account')",1
"('bw', 'ec', 'new')",1
"('ip', 'dmz', 'ip')",1
"('slow', '-PRON-', 'be')",1
"('not', 'work', 'personal')",1
"('mb', 'mb', 'confirm')",1
"('wbpo', 'ip', 'segment')",1
"('add', 'host', 'wipro')",1
"('kindly', 'care', 'priority')",3
"('add', 'portugal', 'wlc')",1
"('update', 'calender', 'meeting')",1
"('office', 'product', 'key')",3
"('user', 'provide', 'user')",1
"('hdc', 'switch', 'not')",1
"('mike', 'unable', 'connect')",1
"('laptop', 'get', 'lock')",2
"('user', 'connect', 'outlook')",1
"('customer', 'place', 'week')",1
"('password', 'issue', 'otp')",2
"('ms', 'sql', 'software')",1
"('project', 'vlan', 'detail')",1
"('segment', 'wt', 'device')",1
"('switch', 'coimbatore', 'location')",1
"('can', 'not', 'resolve')",1
"('backbone', 'internet', 'access')",1
"('nanjundiah', 'satyaprakash', 'wipro')",1
"('create', 'pst', 'outlook')",1
"('kindly', 'add', 'user')",2
"('shanghai', 'odc', 'network')",1
"('location', 'server', 'cdc')",2
"('account', 'outlook', 'config')",1
"('citi', 'policy', 'apply')",1
"('scope', 'detail', 'atlanda')",1
"('noc', 'extended', 'qr')",1
"('issue', 'can', 'not')",1
"('issue', 'reset', 'user')",1
"('doj', 'psp', 'sap')",1
"('mywipro', 'could', 'not')",1
"('data', 'card', 'problem')",1
"('need', 'bandwidth', 'utilization')",1
"('low', 'disk', 'space')",7
"('server', 'ecsccmfep', 'khobarsccmdp')",1
"('kindly', 'assist', 'route')",1
"('fw', 'not', 'access')",1
"('aberdeen', 'not', 'work')",1
"('source', 'ip', 'ts')",1
"('odc', 'extension', 'sjp')",1
"('wtitms', 'vm', 'server')",1
"('-PRON-', 'would', 'configuration')",2
"('user', 'sit', 'tower')",1
"('create', 'ps', 'class')",1
"('yvw', 'citirx', 'ip')",1
"('follow', 'mac', 'address')",1
"('work', 'ticket', 'number')",1
"('malware', 'antivirus', 'issue')",1
"('access', 'remotely', 'intranet')",1
"('address', 'eb', 'ip')",1
"('include', 'webmail', 'server')",1
"('pls', 'reserve', 'ip')",1
"('germany', 'odc', 'ip')",1
"('march', 'circuit', '-PRON-')",2
"('delay', 'cecause', 'work')",1
"('port', 'need', 'enable')",2
"('java', 'contact', 'number')",1
"('extended', 'qr', 'nw')",1
"('multiple', 'alert', 'mention')",1
"('hub', 'room', 'audit')",1
"('recovery', 'safeboot', 'try')",1
"('time', 'request', 'time')",1
"('lan', 'wifi', 'not')",1
"('gateway', 'not', 'open')",1
"('sarkar', 'sjp', 'block')",1
"('connect', 'port', 'fa')",1
"('schwab', 'wifi', 'segment')",1
"('ja', 'password', 'issue')",1
"('reverse', 'route', 'towrd')",1
"('primary', 'link', 'flucutuat')",1
"('ios', 'upgradation', 'charle')",1
"('user', 'need', 'access')",1
"('cullen', 'teresa', 'smith')",1
"('utilization', 'report', 'ciena')",1
"('network', 'not', 'work')",1
"('need', 'access', 'work')",1
"('mother', 'board', 'problem')",1
"('secondary', 'link', 'mar')",1
"('check', 'network', 'backline')",3
"('office', 'professional', 'plus')",1
"('access', 'helpline', 'raise')",1
"('de', 'password', 'issue')",1
"('delete', 'enter', 'button')",1
"('engineer', 'check', 'mention')",1
"('client', 'latop', 'office')",1
"('manual', 'backup', 'sjp')",1
"('trang', 'labplease', 'assign')",1
"('wipro', 'harman', 'location')",1
"('airtel', 'link', 'kindly')",1
"('mention', 'class', 'ec')",1
"('change', 'vtp', 'mode')",1
"('papana', 'street', 'switch')",1
"('sloooww', 'couple', 'week')",2
"('report', 'avago', 'ss')",2
"('laptop', 'configure', 'laptop')",1
"('new', '-PRON-', 'would')",1
"('indiadomestic', 'request', 'create')",1
"('safeboot', 'try', 'follow')",1
"('cahrger', 'lose', 'case')",1
"('check', 'needful', 'mac')",1
"('requirement', 'raise', 'cmr')",1
"('read', 'location', 'week')",1
"('norge', 'project', 'sjp')",1
"('enter', 'button', 'not')",1
"('netsuite', 'mb', 'mb')",1
"('blue', 'coat', 'agent')",1
"('mobile', 'ticket', '-PRON-')",1
"('get', 'february', 'month')",1
"('report', 'zna', 'csssl')",2
"('enter', 'effort', 'tms')",1
"('session', 'need', 'enable')",1
"('client', 'vdi', 'not')",1
"('new', 'project', 'ip')",1
"('vedio', 'not', 'work')",1
"('need', 'os', 'installation')",2
"('kindly', 'map', 'ip')",1
"('action', 'client', 'vdi')",1
"('employee', '-PRON-', 'would')",1
"('local', 'profile', 'datum')",1
"('coe', 'system', 'like')",1
"('update', 'power', 'issue')",1
"('mcafee', 'safe', 'boot')",1
"('refer', 'trail', 'levis')",1
"('ip', 'address', 'location')",2
"('get', 'message', 'repeatedly')",1
"('block', 'do', 'not')",1
"('need', 'access', 'wipro')",1
"('issue', 'needful', 'early')",1
"('samuel', 'johnsona', 'uk')",1
"('mar', 'not', 'business')",1
"('kindly', 'help', 'get')",2
"('manual', 'backup', 'core')",1
"('slow', 'wipro', 'network')",1
"('error', 'internet', 'explorer')",1
"('old', 'anti', 'virus')",1
"('machine', 'window', 'azure')",1
"('domain', 'join', 'want')",1
"('ip', 'requirement', 'raise')",1
"('receive', 'specific', 'host')",1
"('enable', 'bit', 'locker')",1
"('observed', 'wipro', 'mumbai')",1
"('mail', 'not', 'delivery')",1
"('take', 'time', 'boot')",1
"('need', 'ip', 'require')",1
"('not', 'work', 'citi')",1
"('issue', 'not', 'able')",1
"('key', 'win', 'key')",1
"('requirement', 'ne', 'allow')",2
"('password', 'user', 'detail')",1
"('laptop', 'need', 'configured')",1
"('need', 'configured', 'policy')",1
"('raise', 'behlaf', 'userar')",1
"('laptop', 'charger', 'get')",1
"('iam', 'unable', 'work')",1
"('monthly', 'review', 'wipro')",1
"('destination', 'proxy', 'similar')",1
"('psp', 'sap', 'correct')",1
"('forwarding', 'enable', 'email')",1
"('mmchina', 'conti', 'user')",1
"('ezhil', 'check', 'query')",1
"('cafeteria', 'switch', 'not')",1
"('change', 'route', 'correct')",1
"('open', 'mail', 'box')",1
"('lan', 'cable', 'trace')",1
"('user', 'get', 'approval')",1
"('approve', 'let', 'know')",1
"('upgrade', 'radio', 'meter')",1
"('need', 'admin', 'access')",36
"('work', 'personal', 'laptop')",1
"('account', 'get', 'lock')",2
"('transfer', 'close', 'bin')",1
"('screenshot', 'savigent', 'server')",2
"('issue', 'find', 'attachment')",1
"('charger', 'not', 'work')",1
"('kdc', 'odc', 'mmchina')",1
"('ec', 'cafeteria', 'switch')",1
"('application', 'not', 'open')",1
"('switch', 'sjpsfaw', 'device')",1
"('fw', 'onsite', 'salary')",1
"('fw', 'vashist', 'sondhi')",1
"('laptop', 'reimag', 'need')",1
"('analysis', 'fyi', 'wtcdcbra')",1
"('ap', 'ec', 'schwab')",2
"('single', 'homed', 'link')",1
"('share', 'read', 'location')",1
"('nazmuuj', 'password', 'issue')",1
"('cpu', 'utilization', 'device')",1
"('laptop', 'need', 'assign')",1
"('check', 'issue', 'resolve')",1
"('address', 'newly', 'instal')",1
"('concern', 'change', 'route')",1
"('support', 'server', 'not')",1
"('ip', 'dhcp', 'server')",1
"('client', 'need', 'install')",1
"('device', 'detail', 'connect')",1
"('access', 'give', 'destination')",1
"('vpn', 'connectivity', 'destination')",1
"('need', 'raise', 'requirement')",4
"('ness', 'issue', 'pm')",1
"('access', 'walmart', 'firewall')",1
"('kindly', 'check', 'actachment')",1
"('vpn', 'issue', 'connect')",1
"('laptop', 'charger', 'lose')",1
"('boot', 'get', 'blue')",1
"('fw', 'ad', 'password')",1
"('be', 'password', 'issue')",1
"('respond', 'poll', 'andor')",1
"('needful', 'asap', 'impact')",1
"('assistance', 'install', 'vpn')",1
"('laptop', 'need', 'update')",1
"('accessible', 'cdc', 'tower')",1
"('enable', '-PRON-', 'would')",1
"('buy', 'new', 'laptop')",1
"('unable', 'reach', 'mention')",1
"('address', 'vlan', 'cddca')",1
"('assist', 'employee', 'queryregard')",2
"('nike', 'odc', 'dw')",1
"('like', 'new', 'password')",1
"('add', 'device', 'itam')",1
"('laptop', 'keyboard', 'issue')",2
"('note', 'rdp', 'available')",1
"('expiration', 'reminder', 'mail')",1
"('lan', 'migration', 'mv')",1
"('disk', 'datum', 'recovery')",1
"('mention', 'url', 'exist')",1
"('would', 'change', 'teresa')",1
"('critical', 'device', 'th')",14
"('december', 'ecube', 'task')",1
"('chrome', 'unable', 'install')",1
"('webmail', 'mailbox', 'migrate')",1
"('cs', 'application', 'not')",1
"('current', 'project', 'detail')",1
"('not', 'open', 'atlanda')",1
"('user', 'config', 'office')",1
"('month', 'kindly', 'update')",1
"('line', 'card', 'sjp')",1
"('hyderabad', 'host', 'router')",1
"('vlan', 'change', 'st')",1
"('port', 'free', 'ips')",1
"('user', 'sync', 'password')",1
"('federated', 'lync', 'access')",1
"('not', 'enable', 'needfull')",1
"('project', 'user', 'face')",1
"('fw', 'incident', 'user')",1
"('poll', 'andor', 'external')",1
"('device', 'not', 'respond')",1
"('trap', 'receive', 'device')",1
"('live', 'meeting', 'not')",1
"('raise', 'behalf', 'user')",1
"('katti', 'wipro', 'issue')",1
"('face', 'issue', 'lync')",1
"('not', 'work', 'usa')",1
"('ectmsrcl', 'snmp', 'configuration')",1
"('primary', 'secondary', 'bayer')",1
"('would', 'configuration', 'outlook')",1
"('download', 'lync', 'communicator')",1
"('kindly', 'check', 'user')",2
"('vdi', 'not', 'route')",1
"('room', 'floor', 'wing')",1
"('rebuild', 'stop', 'work')",1
"('ciena', 'odc', 'week')",1
"('update', 'proceed', 'analysis')",1
"('server', 'bangalore', 'location')",1
"('travel', 'customer', 'place')",1
"('get', 'error', 'window')",1
"('icmp', 'access', 'ps')",1
"('not', 'power', 'fedex')",1
"('mi', 'password', 'issue')",1
"('laptop', 'shutdown', 'issue')",1
"('work', 'office', 'config')",1
"('allow', 'destination', 'access')",1
"('kindly', 'share', 'location')",1
"('gnoc', 'look', 'mac')",3
"('raise', 'behalf', 'usersshree')",1
"('datum', 'card', 'instllation')",1
"('ip', 'send', 'log')",1
"('ap', 'schwab', 'odc')",1
"('communication', 'room', 'access')",1
"('ne', 'allow', 'wipro')",1
"('error', 'window', 'run')",1
"('admin', 'right', 'laptop')",2
"('user', 'ucp', 'reminder')",1
"('fedex', 'shipment', 'label')",2
"('behalf', 'user', 'yv')",1
"('ip', 'belong', 'wcclg')",1
"('mcafee', 'not', 'update')",1
"('need', 'monitor', 'stand')",1
"('laptop', 'display', 'issue')",2
"('fw', 'local', 'onsite')",1
"('not', 'detect', 'machine')",1
"('help', 'user', 'symentic')",1
"('user', 'symentec', 'issue')",1
"('site', 'not', 'able')",1
"('asset', 'pdc', 'location')",1
"('free', 'port', 'free')",1
"('provide', 'report', 'month')",1
"('nj', 'tp', 'project')",1
"('bcbe', 'user', 'trang')",1
"('odc', 'proxy', 'issue')",1
"('internet', 'connection', 'odc')",1
"('dilip', 'retrieve', 'datum')",1
"('detail', 'enable', 'port')",1
"('run', 'configuration', 'router')",1
"('detail', 'prepare', 'share')",1
"('report', 'target', 'ss')",1
"('need', 'important', 'message')",1
"('not', 'present', 'list')",1
"('gemini', 'ct', 'vpn')",1
"('meeting', 'not', 'work')",1
"('port', 'detail', 'require')",1
"('ms', 'project', 'activation')",2
"('wipro', 'backbone', 'server')",1
"('ie', 'application', 'error')",1
"('add', 'destination', 'ip')",1
"('sap', 'po', 'not')",1
"('jc', 'penney', 'router')",1
"('interface', 'description', 'uplinktotflact')",1
"('issue', 'bat', 'odc')",1
"('hostname', 'cdcsccmmp', 'ip')",2
"('vmid', 'ip', 'address')",1
"('work', 'check', 'asap')",1
"('mg', 'road', 'location')",1
"('ip', 'address', 'project')",1
"('issue', 'connect', 'vpn')",1
"('address', 'location', 'server')",2
"('need', 'nationwide', 'odc')",1
"('jt', 'new', 'project')",1
"('ka', 'password', 'issue')",1
"('location', 'currently', 'panasonic')",1
"('dchauhan', 'da', 'issue')",1
"('switch', 'check', 'update')",1
"('not', 'connect', 'server')",1
"('lync', 'asking', 'password')",1
"('papanna', 'street', 'location')",1
"('kindly', 'log', 'ticket')",1
"('message', 'repeatedly', 'screen')",1
"('uk', 'kindly', 'enable')",1
"('ip', 'belong', 'location')",5
"('distribution', 'list', 'addition')",1
"('server', 'not', 'reachable')",1
"('location', 'week', 'utilization')",1
"('system', 'login', 'page')",1
"('nonroutable', 'ip', 'requirement')",1
"('checking', 'end', 'revert')",2
"('port', 'need', 'configure')",67
"('odc', 'bw', 'utilization')",4
"('mailbox', 'migrate', 'migrate')",1
"('port', 'follow', 'mac')",1
"('odc', 'citi', 'loc')",1
"('disable', 'mention', 'port')",1
"('laptop', 'keyboard', 'problem')",1
"('profile', 'corrupt', 'laptop')",1
"('po', 'not', 'work')",1
"('john', 'have', 'issue')",1
"('active', 'sink', 'account')",1
"('need', 'install', 'software')",1
"('shaper', 'class', 'refer')",1
"('multiple', 'device', 'alert')",1
"('testing', 'charle', 'schwab')",1
"('priority', 'customer', 'requirement')",1
"('bw', 'hca', 'mb')",1
"('approval', 'attach', 'screenshot')",2
"('kindly', 'check', 'ur')",1
"('map', 'ip', 'printer')",1
"('kavisha', 'pw', 'issue')",1
"('laptop', 'os', 'installation')",8
"('unable', 'access', 'wipro')",1
"('issue', 'get', 'alert')",1
"('frequently', 'account', 'lock')",1
"('issue', 'direct', 'access')",1
"('creation', 'lm', 'user')",1
"('traffic', 'port', 'channel')",1
"('ip', 'access', 'issue')",1
"('mts', 'data', 'card')",2
"('panasonic', 'germany', 'odc')",1
"('dhcp', 'scope', 'detail')",3
"('sharing', 'not', 'work')",1
"('user', 'not', 'respond')",1
"('would', 'creation', 'pree')",1
"('zna', 'csssl', 'vpn')",2
"('get', 'frequent', 'drop')",1
"('create', 'class', 'pdc')",2
"('account', 'lockout', 'issue')",4
"('ticket', 'noc', 'proxy')",1
"('domain', 'name', 'dedicate')",1
"('fw', 'qplc', 'policy')",2
"('epsilon', 'exchange', 'port')",1
"('reset', 'user', 'passcodeuser')",1
"('message', 'not', 'able')",1
"('ip', 'not', 'ping')",4
"('battery', 'issue', 'need')",1
"('guset', '-PRON-', 'would')",2
"('reset', 'password', 'user')",1
"('password', 'wile', 'change')",1
"('mention', 'not', 'advertise')",1
"('configuration', 'byt', 'interface')",1
"('vm', 'server', 'sl')",1
"('upgradation', 'charle', 'schwab')",1
"('get', 'not', 'work')",1
"('manikonda', 'sez', 'location')",1
"('connect', 'client', 'site')",1
"('radware', 'lan', 'cable')",1
"('client', 'installation', 'backup')",1
"('nov', 'need', 'preapar')",1
"('kindly', 'asset', 'pdc')",1
"('browser', 'issue', 'not')",2
"('give', 'system', 'control')",1
"('would', 'chennai', 'primary')",1
"('bb', 'requirement', 'ne')",2
"('displya', 'port', 'adptor')",1
"('ip', 'printer', 'mac')",1
"('ip', 'address', 'need')",1
"('order', 'access', 'coe')",1
"('switch', 'transparent', 'mode')",1
"('hdd', 'door', 'replacement')",1
"('not', 'open', 'website')",1
"('enable', 'permission', 'modify')",1
"('not', 'business', 'impacting')",1
"('laptop', 'admin', 'right')",1
"('point', 'security', 'mcafee')",1
"('-PRON-', 'would', 'contact')",1
"('kindly', 'share', 'week')",1
"('keyboardtouch', 'pad', 'not')",2
"('irmc', 'approval', 'attach')",2
"('resolve', 'issue', 'violate')",1
"('ie', 'upgrade', 'request')",1
"('internet', 'explorer', 'issue')",1
"('mb', 'bandwidth', 'class')",2
"('port', 'number', 'need')",1
"('power', 'fedex', 'label')",1
"('go', 'new', 'server')",1
"('access', 'capricorn', 'energy')",1
"('ip', 'source', 'ip')",2
"('would', 'ip', 'segment')",1
"('ec', 'secondary', 'link')",1
"('usage', 'utlization', 'report')",1
"('important', 'practice', 'training')",1
"('number', '-PRON-', 'be')",1
"('fedex', 'label', 'share')",1
"('connectivity', 'destination', 'source')",1
"('tacacs', 'log', 'network')",1
"('ip', 'segment', 'maxi')",1
"('internet', 'not', 'connect')",2
"('need', 'update', 'wifi')",1
"('link', 'rfo', 'att')",1
"('active', 'nw', 'port')",3
"('latop', 'detail', 'mention')",1
"('central', 'local', 'img')",1
"('cdc', 'awe', 'fw')",1
"('la', 'pw', 'issue')",1
"('resolve', 'user', 'close')",1
"('drive', 'spaceonly', 'mb')",2
"('case', 'cmr', 'raise')",1
"('dsachid', 'window', 'activation')",1
"('mouse', 'not', 'work')",4
"('not', 'detect', 'laptop')",1
"('tape', 'frpm', 'td')",1
"('critical', 'project', 'requirement')",1
"('health', 'checkup', 'require')",1
"('attach', 'file', 'process')",1
"('wipro', 'sap', 'coe')",1
"('not', 'advertise', 'bgp')",1
"('switch', 'not', 'reachable')",2
"('social', 'medium', 'site')",1
"('broadcast', 'cdc', 'vtp')",1
"('user', 'face', 'slowness')",2
"('access', 'mywipro', 'approve')",1
